rank,company_canonical,unresolved_contact_count,cumulative_contacts,cumulative_pct_of_unresolved,recruiter_count,talent_acquisition,hiring_managers,data_leaders,avg_priority_score,suggested_bucket,suggested_confidence,suggested_reason
1045,KISH FISH,1,1323,55.2,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1046,KLEINKUNSTIG,1,1324,55.2,0,0,0,0,39.0,,0.0,no usable signal yet — candidate for manual company mapping override
1047,KLIENTE 360,1,1325,55.3,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1048,KNOTS,1,1326,55.3,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1049,KOC ELECTRO,1,1327,55.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1050,KODA STAFF,1,1328,55.4,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1051,KODROS | FINANCIALS VOOR GEMEENTEN,1,1329,55.4,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1052,KOOKOO STRATEGY,1,1330,55.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1053,KORDSA,1,1331,55.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1054,KOVI,1,1332,55.5,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
1055,KOZIJNMAKERS B.V,1,1333,55.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1056,KROMBERG & SCHUBERT,1,1334,55.6,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1057,KRONES,1,1335,55.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1058,KUNUMI,1,1336,55.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1059,KYNDRYL,1,1337,55.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1060,L'ORÉAL,1,1338,55.8,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1061,LABELO SPECIALIZED LABORATORIES FOR CONFORMITY ASSESSMENT,1,1339,55.8,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1062,LAUTEC,1,1340,55.9,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1063,LCM ENERGY,1,1341,55.9,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1064,LCM SPORTS AND PET PRODUCTS,1,1342,56.0,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1065,LG CNS,1,1343,56.0,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1066,LG CONSULTORES,1,1344,56.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1067,LGT TRANSPORT,1,1345,56.1,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1068,LHP ENGINEERING,1,1346,56.1,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
1069,LIDE PERNAMBUCO,1,1347,56.2,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1070,LKS NEXT,1,1348,56.2,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1071,LOCATES,1,1349,56.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1072,LOCUMPRO,1,1350,56.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1073,LUÁ CENTRO DE ORIENTACIÓN INTEGRAL,1,1351,56.3,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1074,2A VARA CIVIL DO FORO DA COMARCA DE CANELA,1,1352,56.4,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1075,LA CAJA DE AHORRO Y SEGURO,1,1353,56.4,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1076,LA SALLE BCN,1,1354,56.5,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1077,LABPRO,1,1355,56.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1078,LAGHETTO,1,1356,56.5,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1079,LANCESOFT UAE,1,1357,56.6,0,0,0,0,14.0,,0.0,no usable signal yet — candidate for manual company mapping override
1080,3 SIXTY PADEL,1,1358,56.6,0,0,0,0,37.0,,0.0,no usable signal yet — candidate for manual company mapping override
1081,LAPÔNIA - CONCESSIONÁRIO DE CAMINHÕES E CHASSIS DE ÔNIBUS VOLVO,1,1359,56.7,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
1082,LARISSA SANFORD,1,1360,56.7,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1083,LAYSE TATTOO,1,1361,56.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1084,LEADHRM,1,1362,56.8,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1085,LEADERS LIFESTYLE,1,1363,56.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1086,LEADS2B,1,1364,56.9,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1087,LEANCONVERT,1,1365,56.9,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1088,LEE HECHT HARRISON,1,1366,57.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1089,LEFT LANE - RECRUITMENT MARKETING,1,1367,57.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1090,LENOVO PCCW,1,1368,57.0,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1091,LEROY MERLIN,1,1369,57.1,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1092,LESAFFRE,1,1370,57.1,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1093,LEVEL.WORKS,1,1371,57.2,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1094,LEVELUP HCS,1,1372,57.2,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1095,LEÃO ESTRATÉGIA E GESTÃO,1,1373,57.3,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1096,LIFEMATE FURNITURE,1,1374,57.3,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1097,MOONGY,1,1375,57.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1098,LIGHTSOUND,1,1376,57.4,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1099,LINGODA,1,1377,57.4,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1100,LINK SCHOOL,1,1378,57.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1101,LINKTIC,1,1379,57.5,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1102,LINUXELL INFORMÁTICA,1,1380,57.5,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1103,LINVO,1,1381,57.6,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1104,LISALOG OPERADOR LOGÍSTICO,1,1382,57.6,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1105,LITCESSORY,1,1383,57.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1106,LIVENSA LIVING,1,1384,57.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1107,LIVRE ESCOLHA,1,1385,57.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1108,AGL,1,1386,57.8,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1109,LOGGING-IN.COM,1,1387,57.8,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1110,LOGIC PURSUITS,1,1388,57.9,0,0,0,0,36.0,,0.0,no usable signal yet — candidate for manual company mapping override
1111,LOJAS ESKALA,1,1389,57.9,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1112,LOOPSTUDIO,1,1390,58.0,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1113,LOVELY,1,1391,58.0,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1114,LOYALTYCOM,1,1392,58.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1115,TECMENTOR,1,1393,58.1,0,0,0,0,46.0,,0.0,no usable signal yet — candidate for manual company mapping override
1116,LUPA HIRE,1,1394,58.1,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1117,LUSITANIA,1,1395,58.2,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1118,LUXOFT,1,1396,58.2,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1119,LUXOR,1,1397,58.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1120,LYRIC,1,1398,58.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1121,M/S MARIA ENTERPRISE,1,1399,58.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1122,MABI,1,1400,58.4,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1123,MARS,1,1401,58.4,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1124,MATH,1,1402,58.5,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
1125,MATH,1,1403,58.5,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1126,MCC LABEL,1,1404,58.5,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1127,MEGGLE & CO,1,1405,58.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1128,MG MANUTENÇÃO,1,1406,58.6,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1129,MHP – A PORSCHE COMPANY,1,1407,58.7,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1130,MIT SLOAN SCHOOL OF MANAGEMENT,1,1408,58.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1131,MODIFI,1,1409,58.8,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1132,MOONTON GAMES,1,1410,58.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1133,MOZAYDO,1,1411,58.8,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1134,MPS PARTNERS,1,1412,58.9,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1135,MSC MEDITERRANEAN SHIPPING COMPANY,1,1413,58.9,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1136,MSL CORPORATE,1,1414,59.0,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
1137,MABU MABU,1,1415,59.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1138,MACROSOL ENERGIA SOLAR,1,1416,59.0,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1139,MADEINWEB,1,1417,59.1,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1140,MADEIRAMADEIRA,1,1418,59.1,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1141,MADISON WELLS,1,1419,59.2,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1142,MAGNETO,1,1420,59.2,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1143,TECEO,1,1421,59.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1144,MAKEVALUE,1,1422,59.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1145,MANDOMEDIO PERÚ,1,1423,59.3,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1146,MANFRED,1,1424,59.4,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1147,MANSERV,1,1425,59.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1148,MAPLINK,1,1426,59.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1149,MARIADB,1,1427,59.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1150,MARINE INSTRUMENTS,1,1428,59.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1151,MARISA.CARE,1,1429,59.6,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
1152,MARKEL,1,1430,59.6,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1153,MARKUS SCHMIDLEITNER - VILLA BERGZAUBER,1,1431,59.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1154,MARLIN,1,1432,59.7,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
1155,MARS,1,1433,59.8,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1156,MASENTÓ,1,1434,59.8,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1157,MASTERPLAN.COM,1,1435,59.8,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1158,MASTERSCHOOL,1,1436,59.9,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1159,4SIGHT METRICS,1,1437,59.9,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1160,MATTOS ENGELBERG ECHENIQUE ADVOGADOS,1,1438,60.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1161,🇬🇹 INTEGRHA TALENTO,1,1439,60.0,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1162,MAYO CLINIC,1,1440,60.1,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1163,MAYORAL MODA INFANTIL,1,1441,60.1,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1164,MEASURELAB,1,1442,60.1,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
1165,MEDWAY,1,1443,60.2,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1166,MEGA DISTRIBUIDORA DE COSMÉTICOS,1,1444,60.2,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1167,MEIN LEBEN,1,1445,60.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1168,MELHORPLANO.NET,1,1446,60.3,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1169,MENCH-ADV 'מנצ,1,1447,60.3,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1170,MENG,1,1448,60.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1171,MENTOR VZW,1,1449,60.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1172,MERCADO BITCOIN,1,1450,60.5,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1173,MERCAFACIL,1,1451,60.5,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1174,MERCURY THEATRE,1,1452,60.6,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
1175,MESSAGEMATCH,1,1453,60.6,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
1176,METSO,1,1454,60.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1177,MEU BESS,1,1455,60.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1178,MEWA,1,1456,60.7,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1179,MIBBERS,1,1457,60.8,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1180,MICHAEL BESLER STIFTUNG,1,1458,60.8,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
1181,MICHELIN,1,1459,60.8,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1182,MICROLINS,1,1460,60.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1183,MIDWAY,1,1461,60.9,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1184,MIGNOW,1,1462,61.0,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1185,MINDBASE,1,1463,61.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1186,MINDBODY,1,1464,61.1,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1187,MINDFUL CONCEPTS,1,1465,61.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1188,MINERADORES,1,1466,61.1,0,0,0,0,9.0,,0.0,no usable signal yet — candidate for manual company mapping override
1189,MINERAL RESOURCES,1,1467,61.2,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1190,MINERVA FOODS,1,1468,61.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1191,MINISTERIE VAN DEFENSIE,1,1469,61.3,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1192,MINISTÉRIO DA CULTURA,1,1470,61.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1193,MINTME.COM,1,1471,61.3,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
1194,MIRO,1,1472,61.4,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1195,MITSUBISHI ELECTRIC AUTOMOTIVE DE MÉXICO,1,1473,61.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1196,MIXAM,1,1474,61.5,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1197,MOMA LABS,1,1475,61.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1198,MODERN HEALTH,1,1476,61.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1199,MODUS CREATE,1,1477,61.6,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1200,MOLEX,1,1478,61.6,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1201,+A EDUCAÇÃO,1,1479,61.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1202,MONEE,1,1480,61.7,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
1203,MONEST,1,1481,61.8,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1204,MONKS,1,1482,61.8,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1205,MONTASH,1,1483,61.8,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1206,MONTES DEL PLATA (STORA ENSO & ARAUCO),1,1484,61.9,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1207,MONTREAL OFICIAL,1,1485,61.9,0,0,0,0,44.0,,0.0,no usable signal yet — candidate for manual company mapping override
1208,MONUV,1,1486,62.0,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1209,MOODY'S,1,1487,62.0,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1210,MOTOCA - ALUGUEL DE MOTO,1,1488,62.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1211,MOTTU,1,1489,62.1,0,0,0,0,7.0,,0.0,no usable signal yet — candidate for manual company mapping override
1212,MOVEMENT FITNESS,1,1490,62.1,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1213,MOVIZZON,1,1491,62.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1214,MULTIPLICA,1,1492,62.2,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1215,MURRYCONSULT,1,1493,62.3,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1216,MUSHTARI CAPITAL,1,1494,62.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1217,N1CO,1,1495,62.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1218,MİTAS,1,1496,62.4,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
1219,N-IX,1,1497,62.4,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1220,NACHO SALES,1,1498,62.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1221,NAVA · EXECUTIVE SUPPORT & GROWTH,1,1499,62.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1222,NEBIRU,1,1500,62.6,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1223,NETZET,1,1501,62.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1224,NETZSCH,1,1502,62.6,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1225,NEX ENERGY,1,1503,62.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1226,NEXA,1,1504,62.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1227,NGAGE,1,1505,62.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1228,NJF,1,1506,62.8,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1229,NTT,1,1507,62.8,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1230,NECTAR,1,1508,62.9,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1231,NEXWAVE,1,1509,62.9,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1232,NASIR FLOAT GLASS INDUSTRIES,1,1510,63.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1233,NATIONAL SCHEME,1,1511,63.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1234,NOTRO,1,1512,63.1,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1235,NAVIERA INTEGRAL,1,1513,63.1,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1236,NEBULA PARTNERS,1,1514,63.1,0,0,0,0,41.0,,0.0,no usable signal yet — candidate for manual company mapping override
1237,NEENOPAL,1,1515,63.2,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1238,OPENEULER,1,1516,63.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1239,NEODENT,1,1517,63.3,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1240,OVER99,1,1518,63.3,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
1241,NESSENTIS,1,1519,63.3,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1242,NET TEMPS,1,1520,63.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1243,NETEXPAT,1,1521,63.4,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1244,NETFOREMOST,1,1522,63.5,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
1245,NETEX,1,1523,63.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1246,NETFIVE,1,1524,63.6,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1247,NETRIN,1,1525,63.6,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1248,NEUE NARRATIVE,1,1526,63.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1249,NEUMÜLLER ELEKTRONIK,1,1527,63.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1250,NEWNEW | EDUCAÇÃO CORPORATIVA,1,1528,63.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1251,NEWSELA,1,1529,63.8,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
1252,NEWTONX,1,1530,63.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1253,NEXCEN,1,1531,63.8,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1254,"PML, WE KNOW HOW",1,1532,63.9,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1255,NICKEL,1,1533,63.9,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1256,NICOLY OLIVEIRA,1,1534,64.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1257,NIDEC,1,1535,64.0,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1258,NIELSENIQ,1,1536,64.1,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
1259,NIKE,1,1537,64.1,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1260,NINECON,1,1538,64.1,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1261,NIVELA,1,1539,64.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1262,PRAKTISCHARZT & MEDI-KARRIERE – PA MEDIEN,1,1540,64.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1263,NOMAD CAREER,1,1541,64.3,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1264,NORD,1,1542,64.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1265,PRISMAT,1,1543,64.3,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
1266,NORTREZ,1,1544,64.4,0,0,0,0,26.0,,0.0,no usable signal yet — candidate for manual company mapping override
1267,NOUVEL TALENT,1,1545,64.4,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1268,NOVA,1,1546,64.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1269,REMOTI,1,1547,64.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1270,NUAGEIT,1,1548,64.6,0,0,0,0,54.0,,0.0,no usable signal yet — candidate for manual company mapping override
1271,NURTUR,1,1549,64.6,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1272,NUTRATA,1,1550,64.6,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1273,NÔMAD RECURSOS HUMANOS,1,1551,64.7,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1274,NÚCLEA,1,1552,64.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1275,O'REILLY MEDIA,1,1553,64.8,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1276,OBSS,1,1554,64.8,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1277,OM HOUSING,1,1555,64.8,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
