rank,company_canonical,unresolved_contact_count,cumulative_contacts,cumulative_pct_of_unresolved,recruiter_count,talent_acquisition,hiring_managers,data_leaders,avg_priority_score,suggested_bucket,suggested_confidence,suggested_reason
1278,ONE HIRING,1,1556,64.9,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1279,OPLIUM,1,1557,64.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1280,OTP,1,1558,65.0,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1281,OASIS INFOBYTE,1,1559,65.0,0,0,0,0,34.0,,0.0,no usable signal yet — candidate for manual company mapping override
1282,OBERENDER,1,1560,65.1,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1283,OBRELA,1,1561,65.1,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1284,OCEAN INVESTMENT,1,1562,65.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1285,OCEAN NETWORK EXPRESS,1,1563,65.2,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1286,OCTAFY LAD,1,1564,65.2,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1287,OCTOPUS ENERGY,1,1565,65.3,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1288,ODEBRECHT ANGOLA,1,1566,65.3,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1289,ODERÇO,1,1567,65.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1290,ODIDO NEDERLAND,1,1568,65.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1291,ODONTOCOMPANY,1,1569,65.4,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1292,OKTANA,1,1570,65.5,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1293,OLLYGARDEN,1,1571,65.5,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1294,OMIE,1,1572,65.6,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1295,OMNICHAT,1,1573,65.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1296,OMNIDOCS,1,1574,65.6,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1297,ONHIRES,1,1575,65.7,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1298,ONECAREER,1,1576,65.7,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1299,ONESOURCE,1,1577,65.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1300,ONIS WELZIJN,1,1578,65.8,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1301,ONIX,1,1579,65.8,0,0,0,0,44.0,,0.0,no usable signal yet — candidate for manual company mapping override
1302,OOLOOROO.IO,1,1580,65.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1303,OPEN (YC W24),1,1581,65.9,0,0,0,0,29.0,,0.0,no usable signal yet — candidate for manual company mapping override
1304,OPENCON,1,1582,66.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1305,OPENTALENT,1,1583,66.0,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1306,OPENBAAR MINISTERIE,1,1584,66.1,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1307,OPNY,1,1585,66.1,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1308,OPTIFLOW,1,1586,66.1,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1309,OPTIMUM PTE,1,1587,66.2,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1310,OPTUM,1,1588,66.2,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1311,OPUSCLIP,1,1589,66.3,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1312,ORANGE BUSINESS,1,1590,66.3,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1313,ORANGELOOPS,1,1591,66.3,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1314,ORBITAL GAMING,1,1592,66.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1315,ORI-ON,1,1593,66.4,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1316,ORTOBOM,1,1594,66.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1317,OTIS ELEVATOR CO,1,1595,66.5,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1318,OVERMIND,1,1596,66.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1319,OWEN DANIELS,1,1597,66.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1320,PALAS,1,1598,66.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1321,PBCN,1,1599,66.7,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1322,PD ON DEMAND,1,1600,66.7,0,0,0,0,44.0,,0.0,no usable signal yet — candidate for manual company mapping override
1323,PINPOINT,1,1601,66.8,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1324,PKF ATTEST,1,1602,66.8,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1325,PKF URUGUAY,1,1603,66.8,0,0,0,0,40.0,,0.0,no usable signal yet — candidate for manual company mapping override
1326,PPRO,1,1604,66.9,0,0,0,0,35.0,,0.0,no usable signal yet — candidate for manual company mapping override
1327,RICHTER & HESS VERPACKUNGEN,1,1605,66.9,0,0,0,0,13.0,,0.0,no usable signal yet — candidate for manual company mapping override
1328,PROTA,1,1606,67.0,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1329,PSA SINES,1,1607,67.0,0,0,0,0,32.0,,0.0,no usable signal yet — candidate for manual company mapping override
1330,PT. TUMBUH BERSAMA NANO (NANOVEST — A SINARMAS COMPANY),1,1608,67.1,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1331,PUMA,1,1609,67.1,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1332,PAGE EXECUTIVE,1,1610,67.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1333,SOFTGARDEN E-RECRUITING,1,1611,67.2,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1334,PAPERLIKE,1,1612,67.2,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1335,PAPP LOGISTICS,1,1613,67.3,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1336,"PARAGON FILMS, . MÉXICO",1,1614,67.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1337,PARANÁ BANCO,1,1615,67.3,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1338,PARCELHERO,1,1616,67.4,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1339,PASQUALI SOLUTION,1,1617,67.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1340,PASSCARD,1,1618,67.5,0,0,0,0,22.0,,0.0,no usable signal yet — candidate for manual company mapping override
1341,PATRIOT REAL ESTATE,1,1619,67.5,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1342,PATTON LABS,1,1620,67.6,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1343,PAUL MARLEX,1,1621,67.6,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1344,PAYONEER,1,1622,67.6,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1345,TALENTSCONNECT,1,1623,67.7,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1346,PDH | PARTEI DER HUMANISTEN,1,1624,67.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1347,TAPI,1,1625,67.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1348,PEARSON,1,1626,67.8,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1349,PECEGE,1,1627,67.8,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1350,PEDERSEN & PARTNERS,1,1628,67.9,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1351,PENSECOM - INTELIGÊNCIA EM RECURSOS HUMANOS,1,1629,67.9,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1352,PENTÁGONO ENGENHARIA,1,1630,68.0,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1353,PEOPLE A&M,1,1631,68.0,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1354,PEOPLE MADE MACHINES,1,1632,68.1,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1355,PEOPLEMATTERS,1,1633,68.1,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1356,PEOPLES REPUBLIC,1,1634,68.1,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1357,PERFORMA_IT,1,1635,68.2,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1358,PERITUS PARTNERS,1,1636,68.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1359,PERSISTENT SYSTEMS,1,1637,68.3,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1360,PERSONALGLOBAL,1,1638,68.3,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1361,PERSONALHAUS GRUPPE,1,1639,68.3,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1362,PERSPECTIVE DRAGON,1,1640,68.4,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
1363,PERTEMPS NETWORK,1,1641,68.4,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1364,PESSOA JURÍDICA,1,1642,68.5,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1365,PETER PARK,1,1643,68.5,0,0,0,0,20.0,,0.0,no usable signal yet — candidate for manual company mapping override
1366,PETLOVE,1,1644,68.6,0,0,0,0,26.0,,0.0,no usable signal yet — candidate for manual company mapping override
1367,#ONO (OPEN TO NEW OPPORTUNITIES),1,1645,68.6,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1368,AK BUSINESS INTELLIGENCE,1,1646,68.6,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
1369,PETZ,1,1647,68.7,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1370,PHARMACITY,1,1648,68.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1371,PHARMBILLS,1,1649,68.8,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1372,PHENOM,1,1650,68.8,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1373,ALGORTA,1,1651,68.8,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1374,ALLPS,1,1652,68.9,0,0,0,0,28.0,,0.0,no usable signal yet — candidate for manual company mapping override
1375,PINKROCCADE LOCAL GOVERNMENT,1,1653,68.9,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1376,PIPOL | RECRUTAMENTO INDUSTRIAL,1,1654,69.0,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1377,PISMO,1,1655,69.0,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1378,PITAHAYA TALENT,1,1656,69.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1379,PIXIDA,1,1657,69.1,0,0,0,0,25.0,,0.0,no usable signal yet — candidate for manual company mapping override
1380,PLANET,1,1658,69.1,0,0,0,0,33.0,,0.0,no usable signal yet — candidate for manual company mapping override
1381,PLANET EARTH,1,1659,69.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1382,PLANVILLE,1,1660,69.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1383,PLATONIX,1,1661,69.3,0,0,0,0,24.0,,0.0,no usable signal yet — candidate for manual company mapping override
1384,PLAYAMP,1,1662,69.3,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1385,POBRE JUAN,1,1663,69.3,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1386,POLAR,1,1664,69.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1387,POLIS IMMOBILIEN,1,1665,69.4,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1388,POLÍCIA MILITAR DO DISTRITO FEDERAL - PMDF,1,1666,69.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1389,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,1,1667,69.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1390,PORTX,1,1668,69.6,0,0,0,0,52.0,,0.0,no usable signal yet — candidate for manual company mapping override
1391,POSEDIO,1,1669,69.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1392,ALOIA AEROSPACE,1,1670,69.6,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1393,POSTBEAMTENKRANKENKASSE,1,1671,69.7,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1394,POTENCIALIZANDO TALENTOS,1,1672,69.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1395,ALTAVE,1,1673,69.8,0,0,0,0,17.0,,0.0,no usable signal yet — candidate for manual company mapping override
1396,PRAGETX,1,1674,69.8,0,0,0,0,30.0,,0.0,no usable signal yet — candidate for manual company mapping override
1397,PREFEITURA MUNICIPAL DE APORÉ,1,1675,69.8,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1398,PREFEITURA MUNICIPAL DE ENTRE RIOS,1,1676,69.9,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1399,PREFEITURA MUNICIPAL DE GUARUJÁ,1,1677,69.9,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1400,PREFEITURA MUNICIPAL DE LAURO DE FREITAS,1,1678,70.0,0,0,0,0,9.0,,0.0,no usable signal yet — candidate for manual company mapping override
1401,PREFEITURA MUNICIPAL DE POÇOS DE CALDAS,1,1679,70.0,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1402,PREFEITURA MUNICIPAL DE SIMÃO PEREIRA,1,1680,70.1,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1403,AMEWAS,1,1681,70.1,0,0,0,0,16.0,,0.0,no usable signal yet — candidate for manual company mapping override
1404,PRESENCE TECNOLOGIA,1,1682,70.1,0,0,0,0,11.0,,0.0,no usable signal yet — candidate for manual company mapping override
1405,PREVEMT MEDICINA DO TRABALHO,1,1683,70.2,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1406,PRIMEHIRE,1,1684,70.2,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1407,PRINER,1,1685,70.3,0,0,0,0,7.0,,0.0,no usable signal yet — candidate for manual company mapping override
1408,PRIVACY,1,1686,70.3,0,0,0,0,19.0,,0.0,no usable signal yet — candidate for manual company mapping override
1409,PRIVAT,1,1687,70.4,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1410,PROLEADS COMPANY,1,1688,70.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1411,PROV INTERNATIONAL,1,1689,70.4,0,0,0,0,21.0,,0.0,no usable signal yet — candidate for manual company mapping override
1412,PROCURADORIA GERAL DO MUNICÍPIO DE NITERÓI,1,1690,70.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1413,PRODUCTIZED,1,1691,70.5,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1414,PROFESSOR PARTICULAR,1,1692,70.6,0,0,0,0,12.0,,0.0,no usable signal yet — candidate for manual company mapping override
1415,AMKMOTION + CO,1,1693,70.6,0,0,0,0,23.0,,0.0,no usable signal yet — candidate for manual company mapping override
1416,ANWB,1,1694,70.6,0,0,0,0,18.0,,0.0,no usable signal yet — candidate for manual company mapping override
1417,PROJETO CORAGEM SINGULAR,1,1695,70.7,0,0,0,0,8.0,,0.0,no usable signal yet — candidate for manual company mapping override
1418,PROJJETTA TECNOLOGIA EM DADOS,1,1696,70.7,0,0,0,0,27.0,,0.0,no usable signal yet — candidate for manual company mapping override
1419,PROSIGLIERE,1,1697,70.8,0,0,0,0,31.0,,0.0,no usable signal yet — candidate for manual company mapping override
1420,PROSPECT WALLET,1,1698,70.8,0,0,0,0,15.0,,0.0,no usable signal yet — candidate for manual company mapping override
